indic_to,c_resid,month,unit,geo\time	2022 	2021 	2020 	2019 	2018 
LSTY,TOTAL,M12,NR,HR	102440 	77972 	32783 	93452 	81134 
LSTY,TOTAL,M12,NR,HU	191817 	140036 	28004 	254842 	198209 
LSTY,TOTAL,M12,NR,IE	92457 	71628 	49708 	104532 	110165 
LSTY,TOTAL,M12,NR,IS	33562 	23761 	4396 	37439 	50402 
LSTY,TOTAL,M12,NR,IT	1240090 	956534 	201609 	1180483 	999559 
LSTY,TOTAL,M12,NR,LI	475 	353 	339 	581 	332 
LSTY,TOTAL,M12,NR,LT	38657 	33404 	15071 	42044 	32580 
LSTY,TOTAL,M12,NR,LU	11752 	10127 	6727 	11697 	8963 
LSTY,TOTAL,M12,NR,LV	28494 	22185 	14528 	32114 	22528 
LSTY,TOTAL,M12,NR,MT	44073 	35000 	16995 	51905 	40436 
LSTY,TOTAL,M12,NR,NL	179086 	123836 	103760 	208899 	193606 
LSTY,TOTAL,M12,NR,NO	103406 	71694 	41531 	86648 	72618 
LSTY,TOTAL,M12,NR,PL	611580 	443400 	160951 	496256 	399689 
LSTY,TOTAL,M12,NR,PT	582789 	447696 	189178 	500675 	414032 
LSTY,TOTAL,M12,NR,RO	134398 	102264 	51396 	114382 	77225 
LSTY,TOTAL,M12,NR,SE	90621 	79497 	56242 	74132 	59795 
LSTY,TOTAL,M12,NR,SI	33945 	20346 	2500 	38966 	33812 
LSTY,TOTAL,M12,NR,SK	54479 	23714 	19363 	58550 	43373 
LSTY,TOTAL,TOTAL,NR,AT	4884902 	2490883 	2961580 	4874485 	4086993 
LSTY,TOTAL,TOTAL,NR,BE	2928819 	2254951 	1602507 	2463927 	1956982 
LSTY,TOTAL,TOTAL,NR,BG	1107907 	867433 	631973 	1058714 	940666 
LSTY,TOTAL,TOTAL,NR,CH	2807183 	2434732 	1998199 	2419466 	2026218 
LSTY,TOTAL,TOTAL,NR,CY	1257014 	897682 	460942 	1282315 	1091386 
LSTY,TOTAL,TOTAL,NR,CZ	2053443 	1114415 	1286464 	3169830 	2826533 
LSTY,TOTAL,TOTAL,NR,DE	16263405 	11820940 	12275552 	15222798 	12425750 
LSTY,TOTAL,TOTAL,NR,DK	1649915 	1147431 	1031342 	1666940 	1578803 
LSTY,TOTAL,TOTAL,NR,EE	489037 	360529 	330950 	579373 	471027 
LSTY,TOTAL,TOTAL,NR,EL	10291012 	6523227 	3415317 	8308884 	6891265 
LSTY,TOTAL,TOTAL,NR,ES	35679454 	23469763 	14997144 	33262477 	29494647 
LSTY,TOTAL,TOTAL,NR,EU27_2020	194563494 	131301663 	97193916 	173580154 	148185073 
LSTY,TOTAL,TOTAL,NR,FI	1236656 	944530 	780974 	1079313 	883485 
LSTY,TOTAL,TOTAL,NR,FR	46510792 	35299583 	25990506 	34554668 	29418636 
LSTY,TOTAL,TOTAL,NR,HR	8975064 	6399680 	3262216 	7642574 	6850991 
LSTY,TOTAL,TOTAL,NR,HU	2461306 	1286738 	1226841 	3251652 	2739797 
LSTY,TOTAL,TOTAL,NR,IE	1758560 	1149935 	951211 	2257671 	2106964 
LSTY,TOTAL,TOTAL,NR,IS	592375 	323465 	193342 	715241 	888343 
LSTY,TOTAL,TOTAL,NR,IT	27363008 	16253808 	10854260 	25634265 	21802176 
LSTY,TOTAL,TOTAL,NR,LI	7022 	5321 	5464 	7237 	5684 
LSTY,TOTAL,TOTAL,NR,LT	621332 	493770 	421348 	618803 	500311 
LSTY,TOTAL,TOTAL,NR,LU	161607 	123585 	99473 	144898 	112785 
LSTY,TOTAL,TOTAL,NR,LV	444817 	303900 	300575 	486076 	361226 
LSTY,TOTAL,TOTAL,NR,MT	880420 	488113 	330684 	1077003 	924304 
LSTY,TOTAL,TOTAL,NR,NL	3071971 	2440361 	2202870 	3474121 	3142406 
LSTY,TOTAL,TOTAL,NR,NO	1680869 	982761 	880559 	1473188 	1247255 
LSTY,TOTAL,TOTAL,NR,PL	8636471 	5776430 	4819528 	6995965 	5429521 
LSTY,TOTAL,TOTAL,NR,PT	10645915 	5868152 	4312731 	10005827 	8756841 
LSTY,TOTAL,TOTAL,NR,RO	1880303 	1410714 	895581 	1533547 	1073985 
LSTY,TOTAL,TOTAL,NR,SE	1735596 	1273204 	952354 	1331452 	1057689 
LSTY,TOTAL,TOTAL,NR,SI	863001 	438837 	315450 	862393 	718094 
LSTY,TOTAL,TOTAL,NR,SK	711767 	403069 	483543 	740183 	541810 
NGT_SP,DOM,M01,NR,AT	99540 	31534 	95450 	79304 	69008 
NGT_SP,DOM,M01,NR,BE	169706 	163888 	82702 	60323 	50889 
NGT_SP,DOM,M01,NR,BG	35265 	30382 	30339 	24972 	19214 
NGT_SP,DOM,M01,NR,CH	276523 	235157 	163190 	127667 	113214 
NGT_SP,DOM,M01,NR,CY	12822 	7026 	12364 	9647 	8056 
NGT_SP,DOM,M01,NR,CZ	76150 	39215 	97069 	79908 	64415 
NGT_SP,DOM,M01,NR,DE	1088243 	309786 	992770 	799775 	598204 
NGT_SP,DOM,M01,NR,DK	42942 	50191 	39709 	30976 	26267 
NGT_SP,DOM,M01,NR,EE	25199 	24514 	18440 	13787 	10313 
NGT_SP,DOM,M01,NR,EL	158930 	71925 	184141 	113344 	68922 
NGT_SP,DOM,M01,NR,ES	1362063 	546087 	1407811 	1060502 	920474 
NGT_SP,DOM,M01,NR,EU27_2020	9273986 	5226765 	8160487 	6139233 	5058353 
NGT_SP,DOM,M01,NR,FI	93120 	87625 	63429 	41508 	34665 
NGT_SP,DOM,M01,NR,FR	3665246 	2868337 	2810532 	2098767 	1754911 
NGT_SP,DOM,M01,NR,HR	46186 	38359 	42382 	32440 	30232 
NGT_SP,DOM,M01,NR,HU	33758 	24115 	43188 	33268 	28194 
NGT_SP,DOM,M01,NR,IE	57705 	25411 	53798 	49227 	36976 
NGT_SP,DOM,M01,NR,IS	3004 	2851 	2568 	1941 	2176 
NGT_SP,DOM,M01,NR,IT	851023 	236814 	890831 	663820 	585582 
NGT_SP,DOM,M01,NR,LI	24 	6 	33 	25 	12 
NGT_SP,DOM,M01,NR,LT	29980 	10301 	21065 	12291 	9799 
NGT_SP,DOM,M01,NR,LU	2841 	2445 	1595 	1379 	1116 
NGT_SP,DOM,M01,NR,LV	15585 	14035 	9735 	6051 	4242 
NGT_SP,DOM,M01,NR,MT	6991 	6882 	5073 	3511 	3096 
NGT_SP,DOM,M01,NR,NL	138871 	121517 	91012 	75566 	66497 
NGT_SP,DOM,M01,NR,NO	64920 	58563 	59893 	48990 	40715 
NGT_SP,DOM,M01,NR,PL	837072 	198852 	783421 	584063 	472033 
NGT_SP,DOM,M01,NR,PT	134308 	84650 	124567 	92464 	74236 
NGT_SP,DOM,M01,NR,RO	152595 	142916 	145788 	90163 	58795 
NGT_SP,DOM,M01,NR,SE	80108 	77304 	51302 	34095 	24908 
NGT_SP,DOM,M01,NR,SI	9320 	1290 	11388 	9830 	9451 
NGT_SP,DOM,M01,NR,SK	48417 	11364 	50586 	38252 	27858 
NGT_SP,DOM,M02,NR,AT	152004 	31481 	160860 	153483 	120449 
NGT_SP,DOM,M02,NR,BE	176334 	290532 	114452 	70222 	68284 
NGT_SP,DOM,M02,NR,BG	39468 	37595 	41300 	31905 	26358 
NGT_SP,DOM,M02,NR,CH	440860 	447251 	318022 	242975 	214475 
NGT_SP,DOM,M02,NR,CY	11754 	6448 	14891 	8213 	9955 
NGT_SP,DOM,M02,NR,CZ	147919 	42840 	152908 	144222 	121058 
NGT_SP,DOM,M02,NR,DE	1217819 	322469 	1333151 	970302 	791102 
NGT_SP,DOM,M02,NR,DK	69371 	114095 	58105 	44475 	39068 
NGT_SP,DOM,M02,NR,EE	25677 	26996 	24209 	17015 	12932 
NGT_SP,DOM,M02,NR,EL	134792 	68765 	175389 	104148 	81273 
NGT_SP,DOM,M02,NR,ES	1618602 	490851 	1835464 	1264320 	1106475 
NGT_SP,DOM,M02,NR,EU27_2020	12509503 	8092954 	11323808 	8225167 	6629552 
NGT_SP,DOM,M02,NR,FI	136401 	136531 	111721 	78462 	65134 
NGT_SP,DOM,M02,NR,FR	6355675 	4972057 	4770231 	3472680 	2664055 
NGT_SP,DOM,M02,NR,HR	43729 	36718 	42108 	31561 	23494 
NGT_SP,DOM,M02,NR,HU	39423 	25273 	48539 	39235 	34348 
NGT_SP,DOM,M02,NR,IE	71534 	23364 	70200 	62010 	46625 
NGT_SP,DOM,M02,NR,IS	5245 	7069 	4125 	4008 	3606 
NGT_SP,DOM,M02,NR,IT	703791 	334094 	825810 	613591 	554997 
NGT_SP,DOM,M02,NR,LI	72 	: 	19 	12 	: 
NGT_SP,DOM,M02,NR,LT	32138 	13353 	27329 	18896 	14387 
NGT_SP,DOM,M02,NR,LU	2822 	3103 	2062 	1281 	1351 
NGT_SP,DOM,M02,NR,LV	14693 	15752 	11991 	7007 	4216 
NGT_SP,DOM,M02,NR,MT	11770 	8288 	14629 	5854 	5422 
NGT_SP,DOM,M02,NR,NL	137319 	230626 	118239 	82040 	74951 
NGT_SP,DOM,M02,NR,NO	104645 	103359 	95901 	77832 	65725 
NGT_SP,DOM,M02,NR,PL	895403 	498638 	911675 	681878 	498690 
NGT_SP,DOM,M02,NR,PT	148870 	76665 	170894 	100023 	107799 
NGT_SP,DOM,M02,NR,RO	143583 	169300 	128870 	97820 	70758 
NGT_SP,DOM,M02,NR,SE	102556 	100464 	75910 	49406 	34455 
NGT_SP,DOM,M02,NR,SI	19138 	2304 	21054 	24869 	20586 
NGT_SP,DOM,M02,NR,SK	56918 	14352 	61817 	50249 	31330 
NGT_SP,DOM,M03,NR,AT	84579 	34881 	50433 	73713 	83232 
NGT_SP,DOM,M03,NR,BE	165684 	194775 	60839 	99206 	71995 
NGT_SP,DOM,M03,NR,BG	40178 	32036 	19805 	37386 	26208 
NGT_SP,DOM,M03,NR,CH	224989 	213105 	104559 	147700 	124624 
NGT_SP,DOM,M03,NR,CY	16123 	9589 	7075 	15067 	8915 
NGT_SP,DOM,M03,NR,CZ	119475 	20083 	63846 	90541 	95868 
NGT_SP,DOM,M03,NR,DE	1371245 	432800 	811261 	1162347 	1173161 
NGT_SP,DOM,M03,NR,DK	57922 	106769 	43700 	43430 	54013 
NGT_SP,DOM,M03,NR,EE	26568 	22032 	18108 	17368 	13085 
NGT_SP,DOM,M03,NR,EL	191823 	78841 	81333 	157324 	70178 
NGT_SP,DOM,M03,NR,ES	1484676 	977349 	682249 	1670632 	2096719 
NGT_SP,DOM,M03,NR,EU27_2020	10155651 	7057007 	4940551 	8299602 	8066088 
NGT_SP,DOM,M03,NR,FI	150061 	142626 	82359 	83684 	81071 
NGT_SP,DOM,M03,NR,FR	4336121 	3735723 	2073199 	2942665 	2675723 
NGT_SP,DOM,M03,NR,HR	44862 	36289 	20701 	39740 	29112 
NGT_SP,DOM,M03,NR,HU	64779 	24803 	33818 	59112 	61528 
NGT_SP,DOM,M03,NR,IE	97277 	29184 	57002 	77093 	73391 
NGT_SP,DOM,M03,NR,IS	5561 	6941 	3387 	3933 	5513 
NGT_SP,DOM,M03,NR,IT	753849 	239114 	220513 	803565 	715508 
NGT_SP,DOM,M03,NR,LI	36 	: 	2 	47 	5 
NGT_SP,DOM,M03,NR,LT	34662 	18839 	20604 	20943 	12613 
NGT_SP,DOM,M03,NR,LU	2167 	2796 	3056 	1598 	1310 
NGT_SP,DOM,M03,NR,LV	18374 	20129 	13780 	9003 	5928 
NGT_SP,DOM,M03,NR,MT	7512 	5128 	6953 	9620 	6888 
NGT_SP,DOM,M03,NR,NL	146388 	188794 	78378 	101077 	84414 
NGT_SP,DOM,M03,NR,NO	102920 	110303 	50191 	73941 	80349 
NGT_SP,DOM,M03,NR,PL	527981 	354216 	275165 	463069 	350830 
NGT_SP,DOM,M03,NR,PT	140568 	122345 	80538 	149780 	133200 
NGT_SP,DOM,M03,NR,RO	115620 	106504 	51257 	85167 	54560 
NGT_SP,DOM,M03,NR,SE	104104 	109159 	57385 	46074 	39731 
NGT_SP,DOM,M03,NR,SI	9776 	1723 	4713 	10036 	7849 
NGT_SP,DOM,M03,NR,SK	43277 	10480 	22481 	30362 	39058 
NGT_SP,DOM,M04,NR,AT	97480 	28837 	17148 	69392 	52112 
NGT_SP,DOM,M04,NR,BE	290799 	471238 	23232 	163718 	127944 
NGT_SP,DOM,M04,NR,BG	48909 	37607 	6997 	36048 	26328 
NGT_SP,DOM,M04,NR,CH	206353 	361422 	57436 	102941 	81008 
NGT_SP,DOM,M04,NR,CY	21063 	12807 	2694 	15149 	12675 
NGT_SP,DOM,M04,NR,CZ	107553 	29856 	15288 	101145 	70007 
NGT_SP,DOM,M04,NR,DE	2401087 	432324 	317568 	2033859 	1126616 
NGT_SP,DOM,M04,NR,DK	107977 	114345 	51792 	78975 	48967 
NGT_SP,DOM,M04,NR,EE	30815 	28580 	14168 	18663 	14207 
NGT_SP,DOM,M04,NR,EL	227899 	86808 	23148 	169896 	120345 
NGT_SP,DOM,M04,NR,ES	3173743 	1149829 	97255 	2792710 	1737389 
NGT_SP,DOM,M04,NR,EU27_2020	16344700 	6483462 	1401432 	13061155 	8940032 
NGT_SP,DOM,M04,NR,FI	135214 	110936 	33227 	78864 	56417 
NGT_SP,DOM,M04,NR,FR	6498596 	2411184 	461569 	4479306 	3387961 
NGT_SP,DOM,M04,NR,HR	64796 	54120 	4421 	55397 	48696 
NGT_SP,DOM,M04,NR,HU	77868 	28277 	17729 	70353 	59028 
NGT_SP,DOM,M04,NR,IE	150264 	47131 	20271 	114833 	65067 
NGT_SP,DOM,M04,NR,IS	8221 	6307 	2210 	5352 	4795 
NGT_SP,DOM,M04,NR,IT	1237661 	271445 	57722 	1490097 	1010464 
NGT_SP,DOM,M04,NR,LI	44 	23 	6 	29 	7 
NGT_SP,DOM,M04,NR,LT	42265 	34136 	9770 	24482 	16448 
NGT_SP,DOM,M04,NR,LU	1503 	3743 	2605 	1111 	1257 
NGT_SP,DOM,M04,NR,LV	21381 	23415 	10600 	10595 	6312 
NGT_SP,DOM,M04,NR,MT	9707 	3537 	1963 	8296 	5684 
NGT_SP,DOM,M04,NR,NL	211898 	380048 	62467 	149065 	117982 
NGT_SP,DOM,M04,NR,NO	121919 	77184 	27449 	80923 	48964 
NGT_SP,DOM,M04,NR,PL	802701 	293581 	63273 	652151 	532170 
NGT_SP,DOM,M04,NR,PT	263907 	176004 	28672 	228982 	144608 
NGT_SP,DOM,M04,NR,RO	161169 	119665 	11279 	120017 	86436 
NGT_SP,DOM,M04,NR,SE	103218 	110261 	38686 	51345 	35073 
NGT_SP,DOM,M04,NR,SI	11727 	4186 	615 	10184 	11261 
NGT_SP,DOM,M04,NR,SK	43500 	19562 	7273 	36522 	18578 
NGT_SP,DOM,M05,NR,AT	112964 	79223 	47278 	87107 	83865 
NGT_SP,DOM,M05,NR,BE	196679 	317305 	27650 	116227 	102620 
NGT_SP,DOM,M05,NR,BG	51283 	62322 	17267 	41678 	30377 
NGT_SP,DOM,M05,NR,CH	145849 	308372 	152229 	80449 	78628 
NGT_SP,DOM,M05,NR,CY	18670 	17429 	4763 	12180 	18892 
NGT_SP,DOM,M05,NR,CZ	113066 	65320 	40343 	118720 	96221 
NGT_SP,DOM,M05,NR,DE	2394807 	1208023 	1216844 	1955122 	1854546 
NGT_SP,DOM,M05,NR,DK	104879 	125878 	80873 	85770 	73238 
NGT_SP,DOM,M05,NR,EE	28227 	31602 	20286 	19027 	16374 
NGT_SP,DOM,M05,NR,EL	159721 	137131 	56588 	126858 	113144 
NGT_SP,DOM,M05,NR,ES	2093205 	1624193 	207397 	2055701 	1457612 
NGT_SP,DOM,M05,NR,EU27_2020	14700016 	12834666 	4017678 	11127152 	9885171 
NGT_SP,DOM,M05,NR,FI	98036 	87255 	45406 	58254 	47962 
NGT_SP,DOM,M05,NR,FR	6353582 	6155634 	1288798 	3919713 	3901990 
NGT_SP,DOM,M05,NR,HR	86844 	59048 	24417 	64309 	58898 
NGT_SP,DOM,M05,NR,HU	76430 	49411 	37653 	72268 	66986 
NGT_SP,DOM,M05,NR,IE	113792 	120897 	22385 	112849 	92198 
NGT_SP,DOM,M05,NR,IS	5710 	6723 	4962 	5195 	4401 
NGT_SP,DOM,M05,NR,IT	1017546 	745947 	142783 	878335 	707909 
NGT_SP,DOM,M05,NR,LI	17 	16 	2 	25 	11 
NGT_SP,DOM,M05,NR,LT	47794 	63946 	28652 	28917 	26095 
NGT_SP,DOM,M05,NR,LU	1936 	3636 	2495 	1878 	1358 
NGT_SP,DOM,M05,NR,LV	20356 	28437 	15421 	11281 	8081 
NGT_SP,DOM,M05,NR,MT	7704 	8894 	5392 	8211 	5909 
NGT_SP,DOM,M05,NR,NL	241196 	560006 	159384 	160795 	147222 
NGT_SP,DOM,M05,NR,NO	104670 	100923 	60784 	74968 	63330 
NGT_SP,DOM,M05,NR,PL	850591 	708921 	329600 	795629 	661292 
NGT_SP,DOM,M05,NR,PT	204089 	255316 	89840 	169385 	150410 
NGT_SP,DOM,M05,NR,RO	150840 	161736 	28175 	124879 	86411 
NGT_SP,DOM,M05,NR,SE	106585 	109642 	54486 	59653 	43932 
NGT_SP,DOM,M05,NR,SI	10458 	8213 	3897 	11074 	8753 
NGT_SP,DOM,M05,NR,SK	38736 	39301 	19605 	31332 	22876 
NGT_SP,DOM,M06,NR,AT	136781 	146380 	134335 	118324 	80935 
NGT_SP,DOM,M06,NR,BE	191441 	261322 	118448 	131017 	100310 
NGT_SP,DOM,M06,NR,BG	78468 	76188 	52135 	76274 	65787 
NGT_SP,DOM,M06,NR,CH	156785 	245963 	197806 	96360 	73526 
NGT_SP,DOM,M06,NR,CY	35987 	43903 	33829 	34886 	25547 
NGT_SP,DOM,M06,NR,CZ	142720 	146593 	146492 	137344 	118362 
NGT_SP,DOM,M06,NR,DE	2904134 	2370620 	2900727 	2604316 	1617345 
NGT_SP,DOM,M06,NR,DK	109888 	122082 	107161 	96089 	80463 
NGT_SP,DOM,M06,NR,EE	49451 	60000 	40994 	35514 	28801 
NGT_SP,DOM,M06,NR,EL	297949 	270947 	145211 	272393 	182512 
NGT_SP,DOM,M06,NR,ES	3544022 	3560721 	1218550 	3209898 	2603583 
NGT_SP,DOM,M06,NR,EU27_2020	18984778 	18212618 	11547010 	15708711 	11809517 
NGT_SP,DOM,M06,NR,FI	177020 	193988 	132025 	127959 	99765 
NGT_SP,DOM,M06,NR,FR	5927395 	5614539 	3295016 	4397024 	3228719 
NGT_SP,DOM,M06,NR,HR	163568 	153647 	90173 	149939 	133150 
NGT_SP,DOM,M06,NR,HU	128127 	105707 	92529 	126204 	107698 
NGT_SP,DOM,M06,NR,IE	196413 	404166 	73771 	172167 	150193 
NGT_SP,DOM,M06,NR,IS	9158 	12989 	8785 	7532 	6735 
NGT_SP,DOM,M06,NR,IT	2253979 	1818390 	869997 	1929725 	1723027 
NGT_SP,DOM,M06,NR,LI	5 	75 	8 	4 	6 
NGT_SP,DOM,M06,NR,LT	88100 	125759 	80475 	68370 	43298 
NGT_SP,DOM,M06,NR,LU	2255 	2511 	2132 	1582 	1356 
NGT_SP,DOM,M06,NR,LV	32194 	46588 	26682 	20027 	14581 
NGT_SP,DOM,M06,NR,MT	12134 	16279 	14261 	12749 	9317 
NGT_SP,DOM,M06,NR,NL	204307 	366771 	235428 	164774 	139266 
NGT_SP,DOM,M06,NR,NO	172849 	179249 	129307 	122994 	99455 
NGT_SP,DOM,M06,NR,PL	1350309 	1275166 	956403 	1055699 	712515 
NGT_SP,DOM,M06,NR,PT	473712 	528171 	444498 	416208 	302358 
NGT_SP,DOM,M06,NR,RO	218517 	186177 	116656 	175282 	111281 
NGT_SP,DOM,M06,NR,SE	198084 	231827 	157232 	118580 	84761 
NGT_SP,DOM,M06,NR,SI	17515 	24132 	19758 	17332 	16610 
NGT_SP,DOM,M06,NR,SK	50308 	60044 	42092 	39035 	27977 
NGT_SP,DOM,M07,NR,AT	200343 	260310 	290961 	148500 	136328 
NGT_SP,DOM,M07,NR,BE	374928 	581152 	430279 	202479 	166475 
NGT_SP,DOM,M07,NR,BG	200226 	242670 	172665 	160852 	148294 
NGT_SP,DOM,M07,NR,CH	312038 	551754 	574969 	191299 	160675 
NGT_SP,DOM,M07,NR,CY	53534 	66451 	75630 	45791 	41413 
NGT_SP,DOM,M07,NR,CZ	351724 	429681 	388316 	256534 	223549 
NGT_SP,DOM,M07,NR,DE	3724207 	3989494 	4142503 	3207018 	2404000 
NGT_SP,DOM,M07,NR,DK	259984 	454652 	477124 	248410 	194878 
NGT_SP,DOM,M07,NR,EE	82508 	108582 	71106 	54654 	46543 
NGT_SP,DOM,M07,NR,EL	670937 	701744 	441008 	599580 	511631 
NGT_SP,DOM,M07,NR,ES	6859234 	7650817 	5250176 	5439362 	4672457 
NGT_SP,DOM,M07,NR,EU27_2020	34998723 	40099138 	31726664 	25892748 	21775387 
NGT_SP,DOM,M07,NR,FI	298369 	368418 	266397 	193705 	150096 
NGT_SP,DOM,M07,NR,FR	13130090 	14724781 	11667326 	8574389 	7410619 
NGT_SP,DOM,M07,NR,HR	276165 	314315 	180556 	234723 	203232 
NGT_SP,DOM,M07,NR,HU	221906 	275897 	274700 	225391 	205596 
NGT_SP,DOM,M07,NR,IE	352912 	696758 	467819 	265817 	220629 
NGT_SP,DOM,M07,NR,IS	9762 	20239 	17438 	9044 	8853 
NGT_SP,DOM,M07,NR,IT	3616469 	4112286 	2966313 	2942979 	2570283 
NGT_SP,DOM,M07,NR,LI	57 	22 	20 	3 	: 
NGT_SP,DOM,M07,NR,LT	139116 	182464 	128053 	81578 	71641 
NGT_SP,DOM,M07,NR,LU	2205 	2648 	1761 	1501 	1615 
NGT_SP,DOM,M07,NR,LV	50263 	73228 	38996 	28808 	20810 
NGT_SP,DOM,M07,NR,MT	13721 	21986 	22219 	14541 	8947 
NGT_SP,DOM,M07,NR,NL	256904 	500425 	437313 	181854 	156527 
NGT_SP,DOM,M07,NR,NO	392594 	699954 	543613 	258276 	215880 
NGT_SP,DOM,M07,NR,PL	2180977 	2166169 	1782693 	1577319 	1257767 
NGT_SP,DOM,M07,NR,PT	673726 	903246 	727313 	530051 	472085 
NGT_SP,DOM,M07,NR,RO	383972 	418790 	308186 	302603 	199198 
NGT_SP,DOM,M07,NR,SE	484406 	643005 	531922 	269480 	197276 
NGT_SP,DOM,M07,NR,SI	28805 	34579 	42074 	23240 	24094 
NGT_SP,DOM,M07,NR,SK	111092 	174590 	143255 	81589 	59404 
NGT_SP,DOM,M08,NR,AT	214065 	269651 	372080 	179857 	152104 
NGT_SP,DOM,M08,NR,BE	330391 	472941 	386967 	216735 	168081 
NGT_SP,DOM,M08,NR,BG	211242 	291831 	278502 	230557 	198547 
NGT_SP,DOM,M08,NR,CH	210578 	336529 	341621 	143984 	117138 
NGT_SP,DOM,M08,NR,CY	99824 	122951 	160244 	112711 	86316 
NGT_SP,DOM,M08,NR,CZ	281707 	366236 	367106 	250527 	206520 
NGT_SP,DOM,M08,NR,DE	3743610 	4366234 	4607568 	3110981 	2301980 
NGT_SP,DOM,M08,NR,DK	119126 	175456 	173076 	112942 	108633 
NGT_SP,DOM,M08,NR,EE	62498 	63571 	57524 	45027 	40711 
NGT_SP,DOM,M08,NR,EL	969682 	1051973 	784682 	985282 	772407 
NGT_SP,DOM,M08,NR,ES	8389678 	9990246 	8322968 	7790464 	6529552 
NGT_SP,DOM,M08,NR,EU27_2020	42778348 	49587023 	46380086 	36329165 	29770853 
NGT_SP,DOM,M08,NR,FI	156460 	172797 	139228 	102932 	81928 
NGT_SP,DOM,M08,NR,FR	17556703 	18773331 	17887201 	13223566 	10982185 
NGT_SP,DOM,M08,NR,HR	299727 	358402 	314277 	294034 	234661 
NGT_SP,DOM,M08,NR,HU	190295 	281377 	338202 	241634 	223194 
NGT_SP,DOM,M08,NR,IE	302177 	571210 	608797 	269104 	235250 
NGT_SP,DOM,M08,NR,IS	5627 	8624 	8177 	6948 	5920 
NGT_SP,DOM,M08,NR,IT	5564084 	6864670 	6460678 	5418463 	4610117 
NGT_SP,DOM,M08,NR,LI	: 	6 	: 	113 	35 
NGT_SP,DOM,M08,NR,LT	133713 	134893 	132043 	95280 	67587 
NGT_SP,DOM,M08,NR,LU	1896 	2657 	1909 	1289 	1180 
NGT_SP,DOM,M08,NR,LV	41052 	51926 	39794 	27880 	20018 
NGT_SP,DOM,M08,NR,MT	12797 	19953 	20457 	14294 	10041 
NGT_SP,DOM,M08,NR,NL	269479 	573833 	471344 	214865 	178802 
NGT_SP,DOM,M08,NR,NO	167581 	226478 	162070 	119939 	112175 
NGT_SP,DOM,M08,NR,PL	2118660 	2178307 	2117563 	1850265 	1384914 
NGT_SP,DOM,M08,NR,PT	909313 	1399261 	1459262 	875626 	695431 
NGT_SP,DOM,M08,NR,RO	423892 	520875 	423872 	402034 	283597 
NGT_SP,DOM,M08,NR,SE	231521 	296863 	246225 	139421 	103580 
NGT_SP,DOM,M08,NR,SI	27239 	33223 	40974 	27614 	25283 
NGT_SP,DOM,M08,NR,SK	117517 	182355 	167543 	95781 	68234 
NGT_SP,DOM,M09,NR,AT	134450 	132418 	152195 	88716 	75799 
NGT_SP,DOM,M09,NR,BE	227895 	252688 	255227 	126763 	105310 
NGT_SP,DOM,M09,NR,BG	80635 	92634 	110817 	90265 	77823 
NGT_SP,DOM,M09,NR,CH	146454 	215861 	265260 	109497 	91981 
NGT_SP,DOM,M09,NR,CY	25567 	21375 	20608 	20423 	19865 
NGT_SP,DOM,M09,NR,CZ	146662 	182857 	165349 	128990 	129621 
NGT_SP,DOM,M09,NR,DE	2738491 	3053290 	3379365 	2315597 	1944141 
NGT_SP,DOM,M09,NR,DK	81950 	90507 	92306 	69233 	71641 
NGT_SP,DOM,M09,NR,EE	28437 	26704 	27012 	20925 	17177 
NGT_SP,DOM,M09,NR,EL	295400 	258025 	160158 	263924 	211738 
NGT_SP,DOM,M09,NR,ES	3532853 	3726237 	2641871 	3103632 	2791400 
NGT_SP,DOM,M09,NR,EU27_2020	17214798 	18240548 	16211739 	13612707 	11910983 
NGT_SP,DOM,M09,NR,FI	133079 	131371 	106579 	82608 	67099 
NGT_SP,DOM,M09,NR,FR	5297206 	5344146 	4721964 	3585306 	3106082 
NGT_SP,DOM,M09,NR,HR	97591 	103204 	70128 	85031 	78111 
NGT_SP,DOM,M09,NR,HU	71232 	82040 	90879 	70410 	65674 
NGT_SP,DOM,M09,NR,IE	118377 	179274 	248255 	102759 	99276 
NGT_SP,DOM,M09,NR,IS	4489 	4192 	3153 	3547 	3532 
NGT_SP,DOM,M09,NR,IT	1948612 	2036187 	1584398 	1665106 	1552536 
NGT_SP,DOM,M09,NR,LI	18 	41 	4 	13 	72 
NGT_SP,DOM,M09,NR,LT	48319 	53795 	58194 	33140 	28749 
NGT_SP,DOM,M09,NR,LU	2204 	2501 	2527 	1902 	1767 
NGT_SP,DOM,M09,NR,LV	19068 	22663 	20843 	12643 	10186 
NGT_SP,DOM,M09,NR,MT	16117 	20416 	18974 	16643 	13534 
NGT_SP,DOM,M09,NR,NL	207989 	277090 	283966 	152334 	134437 
NGT_SP,DOM,M09,NR,NO	109403 	106029 	101133 	80851 	70178 
NGT_SP,DOM,M09,NR,PL	1105947 	1137851 	1034869 	846181 	707510 
NGT_SP,DOM,M09,NR,PT	499824 	601568 	568063 	428998 	377135 
NGT_SP,DOM,M09,NR,RO	191586 	238739 	223850 	189795 	134750 
NGT_SP,DOM,M09,NR,SE	90288 	95118 	81501 	57576 	46790 
NGT_SP,DOM,M09,NR,SI	14338 	15319 	23665 	12650 	12260 
NGT_SP,DOM,M09,NR,SK	60681 	62531 	68176 	41157 	30572 
